Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Dominica,DMA,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.987317,2.398679,2.907479,2.955143,2.850377,2.622821,2.896815,4.978215,5.852557,5.890327,5.270145,3.832794,3.829191,4.378149,4.101557,2.82059,2.367556,2.728566,2.048169,1.589534,1.548429,1.291195,1.242126,1.270881,1.153327,1.050985,0.9890602,0.7246644,0.7305773,0.3756613,0.3511876,0.3151051,0.1250043,0.1238021,0.122024,1.78E-06,4.46E-09,0.1315225,..,..,0.0384506,..,..,..,1.865756
Dominica,DMA,Deposit money banks'' assets to GDP (%),GFDD.DI.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.35934,31.13355,36.36065,35.8519,39.52502,37.66024,38.07189,35.10605,34.7124,31.09603,25.60179,31.1431,38.2531,47.36532,49.9454,51.83397,55.73569,57.20598,60.95304,57.94253,60.58638,59.83136,60.0863,64.94408,62.501,62.30428,57.65216,53.45901,57.73267,58.61618,56.3155,56.20252,55.29133,60.192,61.74833,68.33698,67.67407,63.82704,60.26849,55.99607,60.54886,63.33658,59.69155,81.09756,80.65342
Dominica,DMA,Domestic credit to private sector (% of GDP),GFDD.DI.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.8773,22.2144,24.7442,25.324,27.2908,27.9219,29.6821,27.5912,27.5937,23.609,22.8248,27.8634,34.3075,38.8208,39.5087,41.7732,43.6814,43.7766,46.496,45.4253,47.2265,47.0954,46.8629,50.4333,47.8556,48.1687,45.3773,45.4547,48.5862,50.4146,49.1207,48.9566,48.9165,53.1026,55.615,59.1161,57.621,53.6977,51.3062,46.9459,51.0095,47.1705,40.4084,53.2435,..
Dominica,DMA,Liquid liabilities to GDP (%),GFDD.DI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.45415,34.97079,52.24172,40.42934,36.66698,39.80896,39.68115,41.59449,39.73583,40.35406,46.54238,45.45391,45.81786,50.03843,52.4486,56.15245,52.93475,51.64806,60.0275,59.95865,60.64802,58.79569,62.0914,59.7941,61.69018,68.93839,72.53323,72.25747,76.82289,79.72905,81.34755,79.00105,81.47893,82.8232,83.79288,96.14722,96.62723,97.11554,96.75922,96.35272,124.7715,119.1375,95.34226,102.037,96.02042
Dominican Republic,DOM,Central bank assets to GDP (%),GFDD.DI.06,3.837004,6.115271,5.630385,9.066753,8.414588,9.649815,8.791544,9.907228,10.37809,10.10646,9.459441,9.510351,8.797927,8.322672,8.648528,7.214381,6.755409,6.046522,6.379267,6.227904,7.29268,8.250697,10.55084,12.79743,10.96395,7.887057,6.566839,6.279527,4.423342,3.591229,2.624599,2.823963,2.128543,1.36128,1.9277,1.055141,1.238427,1.158034,1.137543,1.409426,1.693203,1.987347,1.828659,6.078682,7.981166,12.26898,17.16108,16.7094,16.48514,16.44183,15.53682,14.73286,15.03824,14.67996,14.36071,14.56423,14.94866,14.80715,14.22444,13.9945,15.28805,13.37154
Dominican Republic,DOM,Deposit money banks'' assets to GDP (%),GFDD.DI.02,10.70792,12.44458,12.18299,12.63818,13.87481,16.10179,15.73331,11.4225,15.07645,16.36408,15.6035,27.37174,27.77398,29.27456,32.97023,32.89453,34.10882,33.90726,36.79453,36.09224,35.3364,35.8777,40.06435,39.98428,35.59384,32.11613,38.21003,36.81386,32.15686,34.86759,30.39159,17.81552,19.33307,19.6217,19.9161,20.0729,21.95282,23.34348,24.68569,28.43524,30.73447,35.08123,36.56549,34.77988,22.1467,21.44817,20.26723,21.63366,22.59004,25.34595,25.30895,25.13805,26.38489,27.90821,27.81055,29.96545,30.87811,31.10476,30.50087,32.06412,35.85933,33.32208
Dominican Republic,DOM,Domestic credit to private sector (% of GDP),GFDD.DI.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.6408,19.6494,18.6926,20.7083,20.7267,21.5498,22.7101,22.9052,22.4929,23.3898,25.2039,25.9668,26.8525,27.2629,27.2117,28.1625,30.5119,..
Dominican Republic,DOM,Liquid liabilities to GDP (%),GFDD.DI.05,19.19989,19.32425,16.98823,16.74107,14.37208,22.04256,16.81472,15.63201,18.87684,19.21008,19.45675,21.85359,23.17349,25.55314,29.03305,28.56996,26.92016,27.3565,27.30441,26.82422,24.41646,24.22427,24.84336,26.02781,25.67716,22.9652,32.53607,30.03138,29.52877,29.95183,29.06517,19.22019,20.77252,22.03988,21.73723,21.87983,23.3263,24.29364,25.16312,27.8847,29.02597,21.38533,21.97244,28.13648,17.91097,19.14772,18.70136,19.62274,17.94432,19.74044,20.43904,20.96348,21.26064,22.06056,20.95209,21.65046,21.86575,21.99613,21.4599,23.08625,30.22039,28.93645
East Asia & Pacific (IDA total),DEA,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA total),DEA,Deposit money banks'' assets to GDP (%),GFDD.DI.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA total),DEA,Domestic credit to private sector (% of GDP),GFDD.DI.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA total),DEA,Liquid liabilities to GDP (%),GFDD.DI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,Central bank assets to GDP (%),GFDD.DI.06,5.151626,4.573952,5.055895,4.539575,3.502886,3.557002,4.105329,3.599267,4.866868,6.394825,6.430602,7.152312,7.37092,6.563579,5.90052,5.570777,4.095706,3.362653,3.369365,3.578958,3.393509,3.860312,3.055918,9.809225,9.574096,10.06368,7.211186,6.490603,11.85662,7.546163,5.01475,4.501606,3.790558,20.81073,17.81072,0.822235,0.691561,0.4836094,1.149108,7.542735,7.798248,5.238089,4.069507,3.887966,3.606504,3.146788,2.543201,2.376089,0.0904106,0.299816,0.2724788,0.234893,0.2219651,0.1921997,0.9944262,1.431086,4.415837,2.994714,2.906514,2.792604,4.197207,5.818173
Ecuador,ECU,Deposit money banks'' assets to GDP (%),GFDD.DI.02,10.89499,10.2888,11.17715,9.740281,9.010463,8.57816,8.672052,9.717236,11.21605,10.09781,9.104438,10.60336,10.4787,10.81007,9.288373,10.4497,11.37169,11.73843,12.73313,12.79364,12.45878,12.70431,13.86139,16.46405,18.22205,16.31912,15.18958,14.32266,9.936431,8.692922,9.198939,9.191498,9.857291,15.45751,20.7614,22.59111,23.05418,25.32442,25.09732,24.90735,28.19904,26.27667,19.8878,17.76229,19.50816,20.99567,21.56363,22.34414,22.77061,22.42796,24.75244,25.79946,27.12908,27.65528,28.58809,28.18673,30.34155,33.8808,37.15087,41.37636,46.06332,49.7987
Ecuador,ECU,Domestic credit to private sector (% of GDP),GFDD.DI.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.0734,17.2381,19.7573,21.3338,21.801,22.8492,23.7231,23.9243,26.5376,27.4906,28.3831,28.9846,29.4931,29.3089,30.7902,34.2772,38.3079,42.4893,47.3632,..
Ecuador,ECU,Liquid liabilities to GDP (%),GFDD.DI.05,8.717541,8.397678,10.02392,8.683079,8.104464,7.798348,9.24748,10.17015,12.55975,11.7859,11.34299,13.68412,14.69436,15.91397,13.93852,12.93884,15.18838,15.15994,14.81883,15.68513,16.18136,14.80817,15.20745,14.32288,17.40329,14.78807,13.2601,13.80263,11.70655,10.15943,13.92098,13.23601,12.97917,18.19934,21.11283,20.95181,22.81495,22.29257,18.76309,13.14566,20.7137,20.4327,17.00855,17.6555,20.3533,21.49288,21.53669,23.44903,23.58575,25.1528,27.41668,28.37453,29.60847,30.92267,32.18516,29.47552,34.98362,37.05909,37.62827,40.76303,48.81113,51.40978
"Egypt, Arab Rep.",EGY,Central bank assets to GDP (%),GFDD.DI.06,20.11879,15.88295,15.31654,18.91151,21.10467,19.06044,16.06339,15.16494,15.85538,15.1706,15.29011,15.84629,16.86287,20.16961,20.64969,25.34709,22.60632,21.75492,40.6021,47.19637,41.3506,48.62875,50.25466,49.7658,50.16992,47.94077,48.43133,39.8941,38.82456,43.28885,52.41043,48.99496,39.5295,32.49338,28.13852,24.43538,19.86419,16.71947,20.52525,23.64505,27.09472,31.21247,33.31508,40.85696,49.16336,34.8408,30.70402,26.80205,16.87406,16.14828,13.90848,16.21794,17.78417,22.52435,26.1901,29.10321,29.61417,22.04861,18.03821,15.49317,13.09362,12.87901
"Egypt, Arab Rep.",EGY,Deposit money banks'' assets to GDP (%),GFDD.DI.02,20.41917,24.73805,24.94656,27.97622,30.26742,28.23007,25.19899,26.54829,27.70234,26.8758,27.88499,28.87619,28.46464,28.20776,31.76756,37.73509,39.60911,38.83991,40.64798,37.55922,46.36253,52.04885,52.88868,52.37425,59.35127,62.46889,69.95808,57.72968,58.24159,54.98574,53.66513,60.49131,65.35369,65.04253,65.88132,66.12496,70.00502,73.46084,72.74939,74.95512,73.29543,77.97425,82.78034,82.62112,82.72265,79.9533,73.81591,67.65768,70.52182,68.52451,63.95844,65.82951,64.97021,66.92368,70.14594,76.32027,104.7904,89.91106,82.91862,74.28242,89.3408,100.3121
"Egypt, Arab Rep.",EGY,Domestic credit to private sector (% of GDP),GFDD.DI.14,17.4631,16.7582,17.8337,17.4183,16.0733,14.8974,13.5975,12.7742,14.1709,14.7517,12.2907,12.3678,11.8318,10.2777,13.2173,16.6001,17.1017,18.7176,18.3207,18.9958,13.9364,25.8951,24.7088,25.8481,26.2158,27.1987,29.2243,28.8951,28.1333,26.5301,25.5257,22.0586,22.2705,23.7658,27.9037,32.7338,36.5344,39.6936,46.555,52.0018,51.9533,54.9311,54.6554,53.8976,54.0429,51.1654,49.291,45.5152,42.7975,36.0927,33.0723,31.1549,27.3885,26.2224,25.6067,26.3164,34.1349,28.5201,25.548,24.0246,27.1003,..
"Egypt, Arab Rep.",EGY,Liquid liabilities to GDP (%),GFDD.DI.05,33.11032,34.58983,33.4358,37.41025,40.68868,36.65477,30.55386,30.68286,31.48221,30.5322,30.44128,28.99651,31.65455,37.64792,42.07629,40.75055,43.41755,47.52673,50.6443,52.01144,62.93901,75.23084,83.39209,83.66228,88.43041,89.72409,98.01628,82.8764,84.21776,79.36951,81.65289,84.21188,80.40066,80.62893,80.49052,75.88123,74.79156,73.89329,73.25493,72.32047,72.98486,78.3455,83.53657,91.94585,91.90211,92.34166,92.58072,91.46205,84.04636,79.05772,76.7679,72.05968,69.69367,74.59094,75.42253,77.96799,98.11987,92.29539,81.77491,77.23492,84.21943,91.82542
El Salvador,SLV,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,3.599781,4.223685,4.224954,5.282443,6.56032,5.624404,6.77031,7.261735,6.116812,9.157682,10.09108,9.035168,9.056036,9.043338,12.10888,22.78481,31.04655,23.40676,21.97044,26.33652,26.95212,13.3347,13.56831,13.77032,17.44425,13.37914,14.96433,12.92768,11.80429,9.413107,7.952079,6.938208,6.366583,5.631029,5.65422,5.814,6.476049,6.40356,6.113905,5.943375,5.558069,5.08001,4.774323,4.841515,4.750983,4.517046,4.106025,3.89179,3.7825,3.678067,3.539711,3.427425,3.317402,3.207724,3.101575,3.384754,2.898137
El Salvador,SLV,Deposit money banks'' assets to GDP (%),GFDD.DI.02,..,..,..,..,..,19.90703,20.16998,19.58041,19.26517,20.56718,20.47558,21.83422,22.98547,25.4576,26.25975,24.32966,23.73632,23.10629,25.17347,25.62853,24.15192,27.90318,31.60989,34.26015,35.8906,44.7967,28.20665,29.39026,30.98227,33.07294,18.30509,19.82425,21.49004,24.10393,34.66484,38.90691,41.4161,45.32249,46.82808,49.59054,53.40061,50.05836,48.13011,50.52087,51.85392,52.97477,52.07208,53.65329,52.56204,52.93411,50.26376,48.13619,47.74909,49.47786,49.66943,52.10764,52.71106,53.04508,54.87654,56.68949,67.28596,62.3275
El Salvador,SLV,Domestic credit to private sector (% of GDP),GFDD.DI.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.9129,45.5605,47.4287,48.1552,49.9239,50.2764,51.5343,51.0549,50.0031,47.9131,45.8243,45.2904,47.6604,49.4766,50.1823,51.15,52.1634,53.5118,55.2993,62.1148,..
El Salvador,SLV,Liquid liabilities to GDP (%),GFDD.DI.05,..,..,..,..,..,19.98587,20.59213,20.03196,20.18262,21.41643,21.02425,22.19641,25.5468,26.55666,26.80289,28.71876,30.41507,27.24426,28.66226,28.24405,28.68784,32.98208,35.60496,38.26318,42.40454,52.75383,33.09044,33.369,35.36617,38.40982,28.75414,31.34811,32.72213,38.00705,46.43381,44.74296,47.38897,49.13377,50.04366,52.77175,51.31958,51.78255,50.25628,48.68801,48.39768,46.72637,47.26361,52.13707,49.29904,51.1842,51.24882,46.24878,45.17608,45.1482,43.82914,45.17957,45.33421,48.55053,49.22879,53.00062,63.38292,56.48178
Equatorial Guinea,GNQ,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.83839,24.70011,20.13421,20.23105,15.08297,10.10676,29.62219,27.24375,31.61692,31.87506,24.60247,14.57319,6.143023,6.416452,5.464909,1.912112,0.3642148,0.1981293,0.0996444,0.0339035,0.00616,..,..,0.0051107,0.0093152,0.0113475,0.0128385,0.0171384,0.0228403,3.462766,6.670442,9.325769,8.648127,8.417307,9.501668,..,..
Equatorial Guinea,GNQ,Deposit money banks'' assets to GDP (%),GFDD.DI.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.3915,31.6058,26.79134,27.3176,31.52615,30.41653,41.81881,29.79031,6.4376,5.721073,6.157681,6.442307,5.59263,7.220338,5.695545,3.887066,3.472038,4.634479,3.718697,2.945188,2.246055,2.525089,2.971026,4.373905,5.996094,6.988649,7.304373,4.940142,6.969328,8.251849,12.79122,15.40688,14.56762,14.76455,16.35168,..,..
Equatorial Guinea,GNQ,Domestic credit to private sector (% of GDP),GFDD.DI.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.3915,31.6058,26.7913,24.6259,27.6551,25.7713,38.2327,21.2195,5.16565,4.02012,4.79762,5.21036,4.65452,6.46172,5.56637,3.63342,3.47008,4.16905,3.58879,2.72215,2.14853,2.37293,2.80267,4.10405,5.81946,6.07829,6.40648,4.83205,6.86316,8.10848,12.5263,14.9469,14.1214,14.1882,15.2395,..,..
Equatorial Guinea,GNQ,Liquid liabilities to GDP (%),GFDD.DI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.14898,39.81432,33.62819,18.70821,27.99601,12.3992,10.66565,12.19153,8.410413,13.86672,16.32633,13.88027,6.988173,9.533681,9.194562,6.432835,6.043296,7.868236,10.74983,8.891184,6.438123,6.039362,7.18162,6.618902,9.799519,12.82288,10.9127,12.67801,14.20054,12.05343,15.44997,14.2751,12.72682,12.30639,12.41293,..,..
Eritrea,ERI,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.4861,51.03313,50.99231,40.40952,77.64714,82.02478,63.23688,71.96465,81.09136,66.99564,69.47184,63.68563,64.25662,83.58585,73.94317,74.35104,60.64137,66.575,99.72994,88.40185,..,..,..,..,..,..,..
Eritrea,ERI,Deposit money banks'' assets to GDP (%),GFDD.DI.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.5152,52.3189,52.19147,108.4974,113.3864,130.4659,121.4544,115.9791,101.0749,99.77211,106.7501,107.4377,103.9621,128.7564,98.5363,88.50521,79.91018,78.06673,97.83231,75.24428,..,..,..,..,..,..,..
Eritrea,ERI,Domestic credit to private sector (% of GDP),GFDD.DI.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.0959,34.6497,35.2108,46.4767,33.2863,29.1947,29.0301,28.6126,30.2095,26.9425,27.5632,25.9883,20.7357,22.061,16.7681,21.2805,17.5647,16.1597,33.9868,53.2411,..,..,..,..,..,..,..
Eritrea,ERI,Liquid liabilities to GDP (%),GFDD.DI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,105.4556,105.777,120.5745,130.4143,163.4104,182.3722,192.906,194.7158,188.8325,166.5884,166.9992,160.1134,164.9601,211.3066,173.9998,164.0688,144.7623,151.6589,203.4175,172.6781,..,..,..,..,..,..,..
Estonia,EST,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0408264,0.340303,0.211764,0.075863,0.0826322,0.0757671,0.0696797,0.0646468,0.0554139,0.0348761,0.0255658,0.0193088,0.0172547,0.0180526,0.0283048,0.0339188,0.029981,0.0334883,0.0317279,0.0299278,0.2617375,0.3264681,0.2937028,0.0154933,0.0144236,0.7154963,0.7240683
Estonia,EST,Deposit money banks'' assets to GDP (%),GFDD.DI.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.09444,22.93077,32.80576,32.64244,32.91291,37.31675,40.46443,46.37558,52.52798,42.13916,58.18816,77.55247,84.9948,91.72549,104.1264,96.2004,81.03252,76.05203,72.63581,70.35535,71.62397,72.21384,66.46075,64.69598,61.58525,68.97832,64.21703
Estonia,EST,Domestic credit to private sector (% of GDP),GFDD.DI.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.307,56.5847,76.2371,83.7518,89.6735,101.388,92.8085,78.0284,72.9209,69.4842,67.2728,68.9678,69.7998,64.1321,62.2248,59.7823,64.8456,..
Estonia,EST,Liquid liabilities to GDP (%),GFDD.DI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.80542,46.44067,49.5255,46.71419,49.037,57.90464,56.88177,66.29388,65.58134,66.03639,69.08841,74.29951,76.43493,73.60612,74.61168,75.98003,92.66795,96.01408
Eswatini,SWZ,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3385301,0.4287055,0.4556962,0.3940999,3.752194,0.5018737,0.4877875,0.6658016,0.7368512,0.6636496,0.5717614,0.8989409,1.740816,0.3638275,0.2963198,0.2993763,0.2432672,0.2896204,0.2627892,0.1999123,1.004558,0.5379091,0.2043175,0.1650327,0.1411398,0.1610164,0.1405159,0.114931,0.5067984,0.5790311,0.6448399,0.5883979,0.3190445,0.0839673,0.0359213,0.0392753,0.0702651,2.18258,0.191823,0.1748554,0.0408431,0.0482286,2.016202,2.27403,3.357262,4.664649,4.570798,4.54013
Eswatini,SWZ,Deposit money banks'' assets to GDP (%),GFDD.DI.02,..,..,..,..,..,..,..,..,..,..,22.35206,26.96926,17.62677,20.56753,20.76837,26.51032,20.67848,19.05295,28.46692,26.43211,23.95442,27.14194,25.11068,25.45983,21.88567,20.38704,18.15434,17.49895,17.29619,18.90699,16.15733,20.50394,18.38332,17.34265,18.66559,15.66586,15.09504,14.50221,13.90479,13.46754,11.76029,9.661156,13.47166,15.43674,17.97906,20.67393,19.60935,20.97211,21.41261,21.72667,22.07601,25.89413,23.50243,26.21703,24.69199,23.50173,25.11932,25.48904,26.66991,25.43789,27.45565,27.17599
Eswatini,SWZ,Domestic credit to private sector (% of GDP),GFDD.DI.14,..,..,..,..,..,..,..,..,..,..,..,..,..,14.6753,16.294,20.4465,19.6464,18.4561,25.451,24.6656,23.2885,26.4364,24.067,23.6769,21.3863,19.8321,16.1089,17.3897,16.8775,18.6729,16.4,20.7936,18.6461,16.8661,18.1224,15.061,14.3066,14.0077,13.441,13.0976,10.9813,8.80592,10.2376,12.749,15.3412,17.1666,19.0698,21.2089,20.3089,20.5991,19.1262,22.3785,19.1881,20.8479,21.1634,20.447,21.0502,20.9149,20.8854,20.9069,21.24,..
Eswatini,SWZ,Liquid liabilities to GDP (%),GFDD.DI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.63419,28.84662,32.53376,33.84418,38.68332,33.90141,31.67515,28.21262,27.64845,32.02554,32.71679,36.54356,31.75485,31.2578,32.41747,35.06488,22.35534,24.25378,25.61454,24.03333,23.44943,19.91804,20.72218,21.55404,22.07631,23.53122,17.86996,16.9151,18.61767,18.0782,18.11231,18.65444,18.32277,19.88594,22.07972,25.07471,26.36947,25.1552,24.84779,26.30858,24.02892,24.65326,29.22679,28.74934,29.79191,27.77357,31.10539,29.10839
Ethiopia,ETH,Central bank assets to GDP (%),GFDD.DI.06,..,2.382413,2.292783,2.186644,1.984938,1.783276,1.936947,2.111585,2.064213,2.064199,1.850999,1.877794,2.006025,1.645039,1.268162,3.085985,5.029033,5.438366,6.343497,6.96246,..,7.039608,8.274137,9.060635,11.49139,8.848995,10.16495,9.579554,11.29972,12.33578,14.35524,16.94065,19.46525,21.85464,21.07386,17.073,14.24701,15.31686,17.1329,17.80954,21.05967,18.59641,22.91581,21.54708,26.48738,26.705,21.61038,18.78969,17.47058,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,Deposit money banks'' assets to GDP (%),GFDD.DI.02,..,0.4454176,0.4322281,2.66373,2.991652,2.92116,3.412419,3.388131,3.766327,4.301248,5.05348,5.101254,5.367291,5.726317,5.98772,5.32729,5.118392,5.918265,7.115378,7.715128,..,8.554235,8.941833,10.72423,10.86265,11.78186,11.73275,12.39285,12.26438,13.13862,15.20958,13.68373,13.82907,14.53265,15.56218,16.92037,20.10023,21.42346,24.0409,29.8206,27.53288,30.49443,33.30607,34.06693,26.90574,29.265,32.08795,30.33477,24.01295,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,Domestic credit to private sector (% of GDP),GFDD.DI.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.43336,2.42233,2.17958,2.15444,1.90341,1.84023,2.36752,1.70724,1.63896,1.62162,1.47437,2.12326,3.57798,4.96194,7.73307,11.9399,14.3454,16.1577,19.3918,17.6239,17.7785,17.9781,17.5006,16.5292,18.8658,20.4493,18.5251,17.7101,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,Liquid liabilities to GDP (%),GFDD.DI.05,..,5.984586,6.393465,6.419735,7.309889,7.478666,7.691912,7.32051,7.649876,8.375775,8.088834,7.781019,9.088464,11.12067,11.68343,13.01215,13.42038,13.80532,14.87887,15.46666,..,16.91345,18.07778,18.34718,21.36426,21.38847,22.63957,22.48363,24.44408,26.44414,29.80062,30.99511,33.21855,28.01984,32.76006,29.27015,28.25446,33.16003,34.85739,36.73047,36.262,38.81366,45.92443,46.62012,46.88916,45.1911,43.68571,40.44942,34.571,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA total),DEC,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA total),DEC,Deposit money banks'' assets to GDP (%),GFDD.DI.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA total),DEC,Domestic credit to private sector (% of GDP),GFDD.DI.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA total),DEC,Liquid liabilities to GDP (%),GFDD.DI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Deposit money banks'' assets to GDP (%),GFDD.DI.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Domestic credit to private sector (% of GDP),GFDD.DI.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
